,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Gasto_Total
1198,Doctorate,Con Pareja,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,52,0,988
1199,NoGraduation,Soltero,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,63,1,1072
1200,Graduation,Con Pareja,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,47,2,174
1201,Graduation,Con Pareja,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,65,1,758
1202,Master,Con Pareja,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,66,1,195
1203,Graduation,Soltero,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,45,1,31
1204,Master,Con Pareja,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,67,0,1084
1205,Master,Con Pareja,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,68,1,685
1206,Doctorate,Con Pareja,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,59,0,1672
1207,Graduation,Con Pareja,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,34,0,43
1208,Doctorate,Con Pareja,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,67,2,49
1209,Graduation,Con Pareja,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,59,1,133
1210,Graduation,Con Pareja,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,67,1,363
1211,Graduation,Con Pareja,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,69,1,545
1213,Graduation,Con Pareja,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,55,0,2047
1214,Graduation,Con Pareja,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,52,2,296
1215,Graduation,Soltero,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,49,2,140
1216,Graduation,Soltero,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,59,1,530
1217,Doctorate,Con Pareja,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,61,2,152
1218,Doctorate,Con Pareja,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,33,0,1598
1219,Graduation,Soltero,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,61,1,114
1220,NoGraduation,Soltero,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,38,1,101
1221,Graduation,Con Pareja,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,51,1,25
1222,NoGraduation,Soltero,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,67,0,789
1223,Graduation,Con Pareja,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,43,2,87
1224,Doctorate,Soltero,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,66,2,90
1225,Doctorate,Con Pareja,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,65,1,1215
1226,Doctorate,Soltero,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,69,0,811
1227,Graduation,Con Pareja,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,38,1,61
1228,Master,Con Pareja,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,49,1,405
1229,Master,Con Pareja,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,69,2,72
1230,Graduation,Soltero,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,53,2,189
1231,Doctorate,Con Pareja,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,38,1,40
1232,Graduation,Soltero,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,46,1,63
1233,Graduation,Con Pareja,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,41,1,52
1234,Doctorate,Con Pareja,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,48,1,39
1235,Graduation,Con Pareja,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,53,1,805
1236,Master,Con Pareja,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,68,1,130
1237,Graduation,Con Pareja,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,52,0,1631
1238,Graduation,Con Pareja,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,35,1,34
1239,Graduation,Soltero,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,72,2,152
1240,NoGraduation,Soltero,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,40,1,21
1241,Doctorate,Con Pareja,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,57,3,71
1242,Graduation,Soltero,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,62,1,899
1243,Master,Con Pareja,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,77,0,711
1244,Doctorate,Con Pareja,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,46,1,351
1246,NoGraduation,Soltero,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,32,1,119
1247,Graduation,Con Pareja,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,56,2,21
1248,Doctorate,Con Pareja,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,51,1,10
1249,Graduation,Con Pareja,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,49,1,973
1250,Doctorate,Con Pareja,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,59,0,1536
1251,Graduation,Con Pareja,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,72,2,992
1252,Doctorate,Con Pareja,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,57,1,1529
1253,Graduation,Con Pareja,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,52,1,860
1254,Graduation,Soltero,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,61,1,928
1255,Doctorate,Con Pareja,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,54,2,418
1256,NoGraduation,Con Pareja,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,69,1,587
1257,Graduation,Con Pareja,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,49,1,641
1258,Graduation,Con Pareja,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,48,2,23
1259,Graduation,Con Pareja,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,55,0,2279
1260,Doctorate,Soltero,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,51,2,49
1261,Doctorate,Soltero,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,41,0,1779
1263,Graduation,Con Pareja,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,64,2,48
1264,Graduation,Soltero,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,72,2,83
1265,Graduation,Soltero,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,49,0,1862
1267,Graduation,Con Pareja,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,54,1,84
1268,Doctorate,Con Pareja,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,76,1,183
1269,NoGraduation,Soltero,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,66,0,1383
1270,Graduation,Con Pareja,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,80,0,999
1271,Master,Soltero,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,61,1,825
1272,Graduation,Soltero,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,52,1,246
1274,Master,Soltero,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,56,1,76
1275,Graduation,Con Pareja,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,53,1,1286
1276,Master,Con Pareja,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,49,1,30
1277,Graduation,Con Pareja,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,60,3,99
1278,Graduation,Soltero,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,46,0,1192
1279,Graduation,Con Pareja,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,49,1,362
1280,Graduation,Con Pareja,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,41,0,2130
1281,NoGraduation,Soltero,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,53,0,1229
1282,Doctorate,Con Pareja,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,67,2,38
1283,Master,Con Pareja,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,73,0,485
1284,NoGraduation,Con Pareja,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,73,0,434
1285,Graduation,Soltero,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,54,1,44
1286,Doctorate,Con Pareja,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,52,1,496
1287,NoGraduation,Con Pareja,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,55,2,78
1288,Master,Con Pareja,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,52,0,2346
1289,Graduation,Con Pareja,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,53,0,794
1290,Graduation,Con Pareja,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,68,0,17
1291,Graduation,Soltero,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,53,1,26
1292,NoGraduation,Con Pareja,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,51,1,76
1293,Doctorate,Soltero,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,47,2,15
1294,Doctorate,Soltero,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,61,2,62
1295,Master,Con Pareja,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,70,1,198
1296,Doctorate,Con Pareja,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,46,1,49
1297,Graduation,Con Pareja,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,58,1,802
1298,Graduation,Con Pareja,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,78,0,1736
1299,Graduation,Soltero,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,46,2,57
1301,Graduation,Con Pareja,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,71,0,2302
1302,NoGraduation,Con Pareja,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,39,0,37
1303,Graduation,Soltero,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,54,2,310
1304,Graduation,Con Pareja,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,45,0,1305
1305,Graduation,Con Pareja,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,58,1,832
1306,Graduation,Con Pareja,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,48,2,401
1308,Graduation,Con Pareja,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,42,0,1189
1310,Doctorate,Con Pareja,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,64,1,656
1311,Master,Soltero,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,68,0,1540
1312,Master,Con Pareja,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,59,1,311
1313,NoGraduation,Con Pareja,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,69,1,820
1314,NoGraduation,Con Pareja,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,35,1,274
1315,Doctorate,Soltero,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,62,2,57
1316,Graduation,Con Pareja,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,59,1,448
1317,NoGraduation,Con Pareja,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,51,2,44
1318,Graduation,Con Pareja,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,52,2,102
1319,Graduation,Con Pareja,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,40,1,61
1320,Master,Con Pareja,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,64,0,1643
1321,Master,Con Pareja,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,66,1,397
1322,Graduation,Con Pareja,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,56,1,1121
1323,Graduation,Soltero,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,47,2,473
1324,NoGraduation,Con Pareja,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,1,50
1326,Graduation,Con Pareja,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,42,0,58
1327,Doctorate,Con Pareja,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,49,1,170
1329,Doctorate,Con Pareja,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,79,0,1196
1330,Graduation,Con Pareja,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,45,1,101
1331,Graduation,Con Pareja,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,55,2,316
1332,Graduation,Con Pareja,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,62,1,1400
1333,Graduation,Soltero,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,76,0,1424
1334,Master,Con Pareja,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,46,1,844
1335,Graduation,Con Pareja,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,49,1,311
1336,Graduation,Con Pareja,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42,0,1149
1337,Master,Con Pareja,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,41,0,129
1338,Graduation,Soltero,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,72,1,32
1339,Graduation,Soltero,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,42,1,299
1340,Graduation,Con Pareja,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,62,1,320
1341,Master,Con Pareja,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,47,1,441
1343,Graduation,Con Pareja,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,34,0,85
1344,NoGraduation,Soltero,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,42,1,24
1345,Graduation,Soltero,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,49,1,112
1346,NoGraduation,Con Pareja,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,65,1,30
1347,Doctorate,Con Pareja,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,41,0,410
1348,Graduation,Con Pareja,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,48,1,800
1349,Doctorate,Soltero,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,62,0,1313
1350,Doctorate,Con Pareja,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,68,0,1483
1351,Graduation,Soltero,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,31,0,1258
1352,Graduation,Con Pareja,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,37,1,28
1353,Graduation,Con Pareja,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,59,1,227
1354,Graduation,Con Pareja,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,42,0,1555
1355,Graduation,Soltero,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,62,1,861
1356,Graduation,Con Pareja,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,46,1,103
1357,Doctorate,Soltero,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,78,0,634
1358,Graduation,Soltero,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,61,0,1918
1359,Master,Soltero,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,53,2,131
1360,Graduation,Con Pareja,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,56,2,586
1361,NoGraduation,Con Pareja,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,32,1,62
1363,NoGraduation,Con Pareja,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,74,0,939
1364,NoGraduation,Soltero,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,47,1,797
1365,Master,Soltero,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,66,1,1143
1366,Graduation,Soltero,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,48,1,415
1367,Graduation,Con Pareja,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,51,1,30
1368,Master,Soltero,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,56,1,187
1369,Graduation,Con Pareja,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,66,1,251
1370,Graduation,Soltero,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,49,1,237
1371,NoGraduation,Con Pareja,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,64,2,91
1372,Master,Soltero,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,59,3,35
1373,Doctorate,Soltero,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,64,1,493
1374,Doctorate,Con Pareja,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,55,1,971
1375,Graduation,Soltero,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,64,1,371
1376,Graduation,Soltero,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,49,3,396
1377,Graduation,Con Pareja,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,39,1,68
1378,Master,Con Pareja,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,53,1,322
1379,Master,Con Pareja,51381.5,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,54,1,317
1380,Master,Soltero,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,69,1,222
1381,NoGraduation,Con Pareja,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,68,2,177
1382,Graduation,Con Pareja,51381.5,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,66,2,45
1383,NoGraduation,Soltero,51381.5,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,60,2,21
1384,Graduation,Con Pareja,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,51,1,45
1385,Graduation,Con Pareja,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,76,0,1899
1386,Doctorate,Con Pareja,51381.5,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52,1,42
1387,NoGraduation,Con Pareja,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,48,2,22
1388,Graduation,Con Pareja,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,44,2,41
1389,Graduation,Con Pareja,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,45,0,1440
1390,Master,Con Pareja,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,52,2,325
1391,Graduation,Con Pareja,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,51,1,95
1392,Doctorate,Con Pareja,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52,1,42
1393,NoGraduation,Soltero,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,49,2,72
1394,Doctorate,Con Pareja,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,52,1,20
1395,Master,Con Pareja,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,68,2,789
1396,Graduation,Soltero,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,50,2,15
1397,Graduation,Soltero,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,52,1,59
1398,Master,Soltero,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,56,1,908
1399,Doctorate,Con Pareja,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,55,2,417
1400,Graduation,Con Pareja,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,63,2,289
1401,Graduation,Con Pareja,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,52,1,769
1402,Graduation,Con Pareja,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,71,1,188
1403,Graduation,Soltero,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,67,1,354
1404,Master,Con Pareja,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,54,1,727
1405,Doctorate,Con Pareja,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,57,2,146
1406,Master,Con Pareja,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,73,1,319
1407,Master,Con Pareja,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,71,1,794
1408,Graduation,Con Pareja,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,74,1,454
1409,Doctorate,Soltero,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,71,2,152
1410,Doctorate,Con Pareja,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,47,1,797
1412,Master,Con Pareja,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,55,2,20
1413,Graduation,Con Pareja,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,80,0,1428
1414,Graduation,Soltero,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,34,1,209
1415,Graduation,Soltero,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,45,1,545
1416,NoGraduation,Con Pareja,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,58,0,96
1417,Graduation,Con Pareja,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,76,0,222
1418,Graduation,Con Pareja,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,52,3,61
1419,Graduation,Con Pareja,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,51,2,44
1420,Doctorate,Con Pareja,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,52,3,8
1421,NoGraduation,Soltero,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,52,0,817
1422,Graduation,Soltero,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,58,1,1371
1423,Doctorate,Con Pareja,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,55,1,42
1424,Graduation,Con Pareja,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,65,0,60
1425,Graduation,Con Pareja,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,54,1,78
1426,Doctorate,Con Pareja,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,50,1,23
